//Section	Type	Level	Dur		Skill	Luck	Option	EXC


//Skill DW MG Rune
15	    0	    0	    0	   0	  1	  0	0 //
15	    1	    0	    0	   0	  1	  0	0 //
15	    2	    0	    0	   0	  1	  0	0 //
15	    3	    0	    0	   0	  1	  0	0 //
15	    4	    0	    0	   0	  1	  0	0 //
15	    5	    0	    0	   0	  1	  0	0 //
15	    6	    0	    0	   0	  1	  0	0 //
15	    7	    0	    0	   0	  1	  0	0 //
15	    8	    0	    0	   0	  1	  0	0 //
15	    9	    0	    0	   0	  1	  0	0 //
15	    10	    0	    0	   0	  1	  0	0 //
15	    11	    0	    0	   0	  1	  0	0 //
15	    12	    0	    0	   0	  1	  0	0 //
15	    13	    0	    0	   0	  1	  0	0 //
15	    14	    0	    0	   0	  1	  0	0 //
15	    15	    0	    0	   0	  1	  0	0 //
15	    16	    0	    0	   0	  1	  0	0 //
15	    17	    0	    0	   0	  1	  0	0 //
15	    18	    0	    0	   0	  1	  0	0 //
15	    28	    0	    0	   0	  1	  0	0 //
15	    29	    0	    0	   0	  1	  0	0 //

//Skill ELF
12	    8	    0	    0	   0	  1	  0	0 //
12	    9	    0	    0	   0	  1	  0	0 //
12	    10	    0	    0	   0	  1	  0	0 //
12	    11	    0	    0	   0	  1	  0	0 //
12	    17	    0	    0	   0	  1	  0	0 //
12	    18	    0	    0	   0	  1	  0	0 //
12	    19	    0	    0	   0	  1	  0	0 //
12	    293	    0	    0	   0	  1	  0	0 //
12	    45	    0	    0	   0	  1	  0	0 //




//Skill DK MG Sl
12	    7	    0	    0	   0	  1	  0	0 //
12	    12	    0	    0	   0	  1	  0	0 //
12	    13	    0	    0	   0	  1	  0	0 //
12	    14	    0	    0	   0	  1	  0	0 //
12	    16	    0	    0	   0	  1	  0	0 //

12	    162	    0	    0	   0	  1	  0	0 //
12	    164	    0	    0	   0	  1	  0	0 //
12	    165	    0	    0	   0	  1	  0	0 //

12	    289	    0	    0	   0	  1	  0	0 //
12	    297	    0	    0	   0	  1	  0	0 //
12	    298	    0	    0	   0	  1	  0	0 //
12	    476	    0	    0	   0	  1	  0	0 //
12	    477	    0	    0	   0	  1	  0	0 //
12	    478	    0	    0	   0	  1	  0	0 //
12	    479	    0	    0	   0	  1	  0	0 //
12	    166	    0	    0	   0	  1	  0	0 //

12	    482	    0	    0	   0	  1	  0	0 //Orb of Demolish
12	    485	    0	    0	   0	  1	  0	0 //Orb of Sword's Fury
12	    486	    0	    0	   0	  1	  0	0 //Orb of Sword Blow
12	    487	    0	    0	   0	  1	  0	0 //Orb of Firm Belief
12	    488	    0	    0	   0	  1	  0	0 //Orb of Strong Blessing
12	    491	    0	    0	   0	  1	  0	0 //Dark Plasma Orb
12	    492	    0	    0	   0	  1	  0	0 //Ice Break Orb
12	    493	    0	    0	   0	  1	  0	0 //Ice Blast Orb
12	    494	    0	    0	   0	  1	  0	0 //Deathfire Orb
12	    495	    0	    0	   0	  1	  0	0 //Busting Flare Orb
12	    498	    0	    0	   0	  1	  0	0 //Death Ice Ball

//Skill SL
12	    476	    0	    0	   0	  1	  0	0 //
12	    477	    0	    0	   0	  1	  0	0 //
12	    478	    0	    0	   0	  1	  0	0 //
12	    482	    0	    0	   0	  1	  0	0 //

//Skill GUN
12	    491	    0	    0	   0	  1	  0	0 //
12	    492	    0	    0	   0	  1	  0	0 //
12	    494	    0	    0	   0	  1	  0	0 //



//Skill Rune
15	    37	    0	    0	   0	  1	  0	0 //
15	    38	    0	    0	   0	  1	  0	0 //
15	    40	    0	    0	   0	  1	  0	0 //
15	    41	    0	    0	   0	  1	  0	0 //
15	    59	    0	    0	   0	  1	  0	0 //

end
